date,plot_id,crop,env_stability_90,env_stability_category,plot_health_90,plot_health_category,risk_score_90,risk_category,final_score_90,plot_score_category,plot_score_90,treatment,treatment_block,row_orientation,plot_area_m2,plant_density_plants_m2,greenhouse_id,farm_id,structure_type,heating_system,irrigation_system,farm_name,region,climate_zone,production_system
2025-06-18,P0051,Tomato,56.819608352309075,Good,52.41536358732173,Fair,46.88,Elevated,60.830404741973105,Good,60.830404741973105,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-19,P0051,Tomato,61.459633212816605,Good,47.98387588618048,Fair,42.64,Elevated,54.109284073531725,Good,54.109284073531725,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-20,P0051,Tomato,51.586494606465926,Fair,78.01011395175472,Excellent,36.16,Elevated,71.93568700635794,Good,71.93568700635794,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-21,P0051,Tomato,51.715711218834194,Fair,74.72129848964455,Excellent,36.4,Elevated,70.3023425405237,Good,70.3023425405237,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-22,P0051,Tomato,49.85180063363691,Fair,71.64874030977685,Good,36.480000000000004,Elevated,68.02245404982108,Good,68.02245404982108,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-23,P0051,Tomato,51.891349186789405,Fair,62.847866919646535,Good,40,Elevated,64.29507030123844,Good,64.29507030123844,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-24,P0051,Tomato,49.65053818875446,Fair,69.25369639193991,Good,35.92,Moderate,66.72078274897174,Good,66.72078274897174,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-25,P0051,Tomato,52.00153953607039,Fair,75.38292745319637,Excellent,31.04,Moderate,70.74939061978196,Good,70.74939061978196,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-26,P0051,Tomato,57.90450756226096,Good,64.20003731514325,Good,32.4,Moderate,67.27113980048769,Good,67.27113980048769,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-27,P0051,Tomato,63.14692468505181,Good,69.20290403898198,Good,29.68,Moderate,71.82196818355662,Good,71.82196818355662,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-28,P0051,Tomato,56.18786882548788,Good,60.80273778641534,Good,35.92,Moderate,64.88107338802449,Good,64.88107338802449,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-29,P0051,Tomato,60.94223685160809,Good,77.87457662064696,Excellent,30.32,Moderate,75.42052262915874,Excellent,75.42052262915874,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-06-30,P0051,Tomato,60.02994411274329,Good,70.90466738920044,Good,30.32,Moderate,71.50840965150275,Good,71.50840965150275,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-01,P0051,Tomato,58.07879414942905,Good,45.33800192098632,Fair,41.36,Elevated,57.6882504495284,Good,57.6882504495284,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-02,P0051,Tomato,49.771240676013406,Fair,61.698829456956695,Good,39.120000000000005,Elevated,62.9018542660644,Good,62.9018542660644,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-03,P0051,Tomato,50.56520068580641,Fair,63.62743020562662,Good,38.16,Elevated,64.1900720404273,Good,64.1900720404273,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-04,P0051,Tomato,49.86572717479798,Fair,57.92876145578083,Good,41.519999999999996,Elevated,52.68072477429046,Fair,52.68072477429046,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-05,P0051,Tomato,48.50762787050153,Fair,54.083200434997806,Good,43.6,Elevated,45.02455499180686,Fair,45.02455499180686,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-06,P0051,Tomato,46.97570126496481,Fair,56.51805520747548,Good,44.8,Elevated,59.18956436099602,Good,59.18956436099602,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-07,P0051,Tomato,46.46455703898904,Fair,67.08308247030331,Good,41.28,Elevated,64.40005062039342,Good,64.40005062039342,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-08,P0051,Tomato,49.298789906080245,Fair,78.7007256588351,Excellent,36.8,Elevated,71.41989702329928,Good,71.41989702329928,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-09,P0051,Tomato,49.93275552862693,Fair,76.2793408647859,Excellent,33.36,Moderate,70.42204716958241,Good,70.42204716958241,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-10,P0051,Tomato,39.67322716886028,Fair,59.856564570736246,Good,39.04,Elevated,58.12326741040359,Good,58.12326741040359,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-11,P0051,Tomato,38.85749330224644,Fair,71.07951973683132,Good,36.4,Elevated,63.554613385670635,Good,63.554613385670635,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-12,P0051,Tomato,48.324015049941856,Fair,69.789448248778,Good,34.879999999999995,Moderate,66.4909175184739,Good,66.4909175184739,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-13,P0051,Tomato,48.89285908289713,Fair,74.87688002297497,Excellent,32,Moderate,69.30955326947249,Good,69.30955326947249,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-14,P0051,Tomato,59.02228948604996,Good,61.39641533115208,Good,34.8,Moderate,66.26154987653581,Good,66.26154987653581,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-15,P0051,Tomato,59.66349082629706,Good,70.17177121695936,Good,31.52,Moderate,70.99427520220513,Good,70.99427520220513,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-16,P0051,Tomato,67.75873893983066,Good,68.10328908994873,Good,30.56,Moderate,73.01143823427503,Excellent,73.01143823427503,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-17,P0051,Tomato,70.80166890136593,Good,58.99549554060881,Good,34.4,Moderate,69.50822235452617,Good,69.50822235452617,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-18,P0051,Tomato,67.39081090714927,Good,66.13640034394939,Good,33.68,Moderate,71.86547990525393,Good,71.86547990525393,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-19,P0051,Tomato,72.95646706111705,Excellent,65.20723422844756,Good,26.72,Moderate,73.50450197122237,Excellent,73.50450197122237,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-20,P0051,Tomato,72.63347115535367,Excellent,69.46425686390572,Good,26,Moderate,75.55952917963015,Excellent,75.55952917963015,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-21,P0051,Tomato,72.38337124593647,Excellent,60.72082645901444,Good,31.36,Moderate,70.9917120083964,Good,70.9917120083964,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-22,P0051,Tomato,71.22901860736187,Good,44.4224364123916,Fair,40.72,Elevated,58.83287487596322,Good,58.83287487596322,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-23,P0051,Tomato,74.5154994294801,Excellent,28.945809605234263,Poor,49.04,Elevated,50.51313286865716,Fair,50.51313286865716,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-24,P0051,Tomato,74.0855871782897,Excellent,45.80279796712412,Fair,42.96,Elevated,57.88036772348428,Good,57.88036772348428,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-25,P0051,Tomato,76.1580684984582,Excellent,57.14170445466506,Good,36.4,Elevated,70.59474659061092,Good,70.59474659061092,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-26,P0051,Tomato,69.85818622832511,Good,69.11927027697104,Good,34.64,Moderate,74.32873871042787,Excellent,74.32873871042787,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-27,P0051,Tomato,68.35220120767406,Good,73.05783588302344,Excellent,32.8,Moderate,68.61649336381679,Good,68.61649336381679,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-28,P0051,Tomato,66.82207133858435,Good,69.18905574837476,Good,32.879999999999995,Moderate,73.21104263154758,Excellent,73.21104263154758,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-29,P0051,Tomato,67.42978318644077,Good,70.57897625649967,Good,30.24,Moderate,74.15293791544538,Excellent,74.15293791544538,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-30,P0051,Tomato,57.79675216179613,Good,74.85873879209458,Excellent,29.12,Moderate,72.68279039868284,Excellent,72.68279039868284,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-07-31,P0051,Tomato,55.08759763036732,Good,72.79913577805559,Excellent,28.8,Moderate,70.59998982932798,Good,70.59998982932798,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-01,P0051,Tomato,67.71685045820412,Good,79.61429724447025,Excellent,20,Moderate,78.88411880389232,Excellent,78.88411880389232,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-02,P0051,Tomato,75.1919147483323,Excellent,77.21254576963125,Excellent,15.440000000000001,Low,80.49519106657492,Excellent,80.49519106657492,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-03,P0051,Tomato,75.04424795224854,Excellent,61.82844398583309,Good,20.16,Moderate,66.53605845656165,Good,66.53605845656165,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-04,P0051,Tomato,78.13938119749332,Excellent,68.69472280757135,Good,17.04,Low,77.25751586334628,Excellent,77.25751586334628,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-05,P0051,Tomato,81.25888397190654,Excellent,71.00082918986048,Good,16.96,Low,79.62230617695522,Excellent,79.62230617695522,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-06,P0051,Tomato,74.09191581335074,Excellent,75.40657815228755,Excellent,18.48,Moderate,79.15344600429773,Excellent,79.15344600429773,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-07,P0051,Tomato,75.05637606467918,Excellent,72.14444372574215,Excellent,17.84,Low,77.85105289316789,Excellent,77.85105289316789,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-08,P0051,Tomato,71.9313488810125,Good,70.15871804248522,Good,21.04,Moderate,75.6480584729014,Excellent,75.6480584729014,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-09,P0051,Tomato,63.64181564491277,Good,66.2937669742398,Good,25.28,Moderate,70.52176948406832,Good,70.52176948406832,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-10,P0051,Tomato,65.01743325668262,Good,61.853192748522865,Good,25.84,Moderate,68.77272680273438,Good,68.77272680273438,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-11,P0051,Tomato,56.26823900188798,Good,69.06137551102273,Good,24.08,Moderate,69.13641011220578,Good,69.13641011220578,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-12,P0051,Tomato,56.99620312271298,Good,69.98019247960232,Good,23.04,Moderate,69.88298962829619,Good,69.88298962829619,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-13,P0051,Tomato,60.09180974036082,Good,69.52204185564678,Good,21.68,Moderate,70.8246133059344,Good,70.8246133059344,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-14,P0051,Tomato,64.86282625838896,Good,70.0906370233674,Good,20.64,Moderate,72.92795582256606,Excellent,72.92795582256606,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-15,P0051,Tomato,62.138762236953774,Good,75.07239108335234,Excellent,19.68,Moderate,74.44158154549065,Excellent,74.44158154549065,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-16,P0051,Tomato,69.15706444100304,Good,72.4718878890548,Excellent,19.119999999999997,Moderate,75.77745974369114,Excellent,75.77745974369114,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-17,P0051,Tomato,61.770058915399254,Good,79.47265321072396,Excellent,25.68,Moderate,76.55252074604313,Excellent,76.55252074604313,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-18,P0051,Tomato,74.33199135860514,Excellent,74.016538361179,Excellent,22.16,Moderate,78.5335573236342,Excellent,78.5335573236342,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-19,P0051,Tomato,73.98458987408628,Excellent,73.44550967038045,Excellent,23.2,Moderate,78.10946574381838,Excellent,78.10946574381838,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-20,P0051,Tomato,75.11584124712327,Excellent,71.27810752545365,Good,22.240000000000002,Moderate,77.43045861088314,Excellent,77.43045861088314,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-21,P0051,Tomato,66.89255700473286,Good,72.6219108956374,Excellent,23.04,Moderate,74.99393761043791,Excellent,74.99393761043791,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-22,P0051,Tomato,67.19391660704997,Good,74.930440608704,Excellent,21.759999999999998,Moderate,76.28937764326534,Excellent,76.28937764326534,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-23,P0051,Tomato,59.245659533925306,Good,71.94868113726938,Good,24.64,Moderate,71.744543935693045,Good,71.744543935693045,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-24,P0051,Tomato,64.95280284621414,Good,54.416159277546846,Good,26,Moderate,64.94367095548533,Good,64.94367095548533,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-25,P0051,Tomato,53.02169354234366,Fair,64.15528784723918,Good,26.32,Moderate,65.39330583316345,Good,65.39330583316345,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-26,P0051,Tomato,47.67046582429695,Fair,58.502482698032495,Good,32.64,Moderate,60.468657416562095,Good,60.468657416562095,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-27,P0051,Tomato,45.9674572223248,Fair,53.988365563891556,Fair,37.6,Elevated,57.5124476015789,Good,57.5124476015789,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-28,P0051,Tomato,46.074326145579995,Fair,42.98187217724346,Fair,43.44,Elevated,48.49917884481995,Fair,48.49917884481995,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-29,P0051,Tomato,47.0981238987575,Fair,42.56728670354774,Fair,45.36,Elevated,44.86395877624293,Fair,44.86395877624293,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-30,P0051,Tomato,57.159029791805814,Good,48.71024594977314,Fair,43.92,Elevated,57.01189113141414,Good,57.01189113141414,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-08-31,P0051,Tomato,63.8253611672925,Good,74.97566336685506,Excellent,36.32,Elevated,75.03282471930248,Excellent,75.03282471930248,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-01,P0051,Tomato,64.8700585188231,Good,73.23894523069708,Excellent,33.6,Moderate,74.54125795575227,Excellent,74.54125795575227,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-02,P0051,Tomato,56.47656970692697,Good,78.31510114387095,Excellent,34.72,Moderate,73.9494071150454,Excellent,73.9494071150454,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-03,P0051,Tomato,55.94943683484438,Good,69.7750063165292,Good,33.44,Moderate,69.38036608815989,Good,69.38036608815989,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-04,P0051,Tomato,52.88783451286491,Fair,68.89331531030584,Good,33.44,Moderate,67.76624838526894,Good,67.76624838526894,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-05,P0051,Tomato,52.27288268005092,Fair,70.8356751096882,Good,28.72,Moderate,68.5262704692748,Good,68.5262704692748,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-06,P0051,Tomato,54.73894673732797,Good,75.66924127450014,Excellent,26.88,Moderate,71.93577689124444,Good,71.93577689124444,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-07,P0051,Tomato,76.05923698627689,Excellent,72.76141994287227,Excellent,20.560000000000002,Moderate,78.54765325625857,Excellent,78.54765325625857,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-08,P0051,Tomato,71.09939016843825,Good,74.49412401527957,Excellent,22.16,Moderate,77.54983272954014,Excellent,77.54983272954014,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-09,P0051,Tomato,69.22848680024276,Good,72.07838737748229,Excellent,22.32,Moderate,75.60329263927767,Excellent,75.60329263927767,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-10,P0051,Tomato,70.82785059562536,Good,70.9975789279668,Good,22.96,Moderate,75.65797763642755,Excellent,75.65797763642755,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-11,P0051,Tomato,67.02023929718771,Good,70.67580039115059,Good,24.48,Moderate,74.0468870222919,Excellent,74.0468870222919,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-09-12,P0051,Tomato,67.72968549556182,Good,68.76948253457718,Good,25.04,Moderate,73.34120027527852,Excellent,73.34120027527852,High N,B,West,12.1,17.78,GH002,F01,Glass,Heat Pump,EBB-Flow,BC Harvest 1,Chilliwack,Coastal,Mixed
2025-02-21,P0052,Strawberry,70.67407282923715,Good,60.394598121841426,Good,39.6,Elevated,73.54087117539135,Excellent,73.54087117539135,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-22,P0052,Strawberry,67.03711425284206,Good,56.00956357534193,Good,42.56,Elevated,70.11216892765046,Good,70.11216892765046,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-23,P0052,Strawberry,60.486340549645355,Good,57.396721356406985,Good,40.8,Elevated,68.2711447807237,Good,68.2711447807237,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-24,P0052,Strawberry,58.51390121565503,Good,50.56908753754357,Fair,45.12,Elevated,64.33450965030792,Good,64.33450965030792,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-25,P0052,Strawberry,60.14955642564198,Good,41.067731510857755,Fair,48.96,Elevated,54.30498578067575,Good,54.30498578067575,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-26,P0052,Strawberry,56.24495294659548,Good,53.576382690261894,Fair,43.92,Elevated,64.8764398715663,Good,64.8764398715663,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-27,P0052,Strawberry,56.57015699952127,Good,39.3728991319263,Fair,52.4,Elevated,51.58754126088012,Fair,51.58754126088012,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-02-28,P0052,Strawberry,46.38067742820748,Fair,51.79251747533054,Fair,49.6,Elevated,60.296325020364236,Good,60.296325020364236,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-01,P0052,Strawberry,48.25576874017753,Fair,24.50554565714077,Poor,61.44,High,44.959146560564626,Fair,44.959146560564626,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-02,P0052,Strawberry,59.00616294149487,Good,15.972295126165271,Critical,65.36,High,43.08149977672748,Fair,43.08149977672748,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-03,P0052,Strawberry,61.31131526746712,Good,37.88079262146442,Fair,56.72,High,54.8394343507839,Good,54.8394343507839,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-04,P0052,Strawberry,60.22481206436286,Good,42.60709828086717,Fair,55.44,High,57.59190839618247,Good,57.59190839618247,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-05,P0052,Strawberry,61.62738959919972,Good,32.13118880711505,Poor,63.2,High,52.25842495866628,Fair,52.25842495866628,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
2025-03-06,P0052,Strawberry,58.81451936296086,Good,34.2519517686932,Poor,56.48,High,51.73717189836905,Fair,51.73717189836905,Shade,B,North,16.02,20.77,GH016,F05,Polyfilm,Heat Pump,EBB-Flow,BC Harvest 5,Abbotsford,Fraser Valley,Greenhouse
