date,plot_id,crop,risk_score,risk_level
2025-09-12,P0048,Cucumber,35.8,Medium
2025-02-21,P0049,Pepper,32.9,Medium
2025-02-22,P0049,Pepper,35.2,Medium
2025-02-23,P0049,Pepper,44.7,Medium
2025-02-24,P0049,Pepper,46.1,Medium
2025-02-25,P0049,Pepper,46.8,Medium
2025-02-26,P0049,Pepper,48.6,Medium
2025-02-27,P0049,Pepper,57.8,High
2025-02-28,P0049,Pepper,67.7,High
2025-03-01,P0049,Pepper,64.6,High
2025-03-02,P0049,Pepper,60.3,High
2025-03-03,P0049,Pepper,56.5,High
2025-03-04,P0049,Pepper,60.6,High
2025-03-05,P0049,Pepper,61.7,High
2025-03-06,P0049,Pepper,52.4,High
2025-03-07,P0049,Pepper,48.1,Medium
2025-03-08,P0049,Pepper,50,High
2025-03-09,P0049,Pepper,53.8,High
2025-03-10,P0049,Pepper,53.4,High
2025-03-11,P0049,Pepper,43.2,Medium
2025-03-12,P0049,Pepper,35.2,Medium
2025-03-13,P0049,Pepper,42.1,Medium
2025-03-14,P0049,Pepper,39.7,Medium
2025-03-15,P0049,Pepper,48.7,Medium
2025-03-16,P0049,Pepper,57.5,High
2025-03-17,P0049,Pepper,56.8,High
2025-03-18,P0049,Pepper,58.9,High
2025-03-19,P0049,Pepper,63.4,High
2025-03-20,P0049,Pepper,63.8,High
2025-03-21,P0049,Pepper,63.3,High
2025-03-22,P0049,Pepper,57.1,High
2025-03-23,P0049,Pepper,53.7,High
2025-03-24,P0049,Pepper,55.1,High
2025-03-25,P0049,Pepper,57.9,High
2025-03-26,P0049,Pepper,49.2,Medium
2025-03-27,P0049,Pepper,44.7,Medium
2025-03-28,P0049,Pepper,53.1,High
2025-03-29,P0049,Pepper,57.1,High
2025-03-30,P0049,Pepper,54.4,High
2025-03-31,P0049,Pepper,58.1,High
2025-04-01,P0049,Pepper,61.9,High
2025-04-02,P0049,Pepper,65.1,High
2025-04-03,P0049,Pepper,68.7,High
2025-04-04,P0049,Pepper,71.2,High
2025-04-05,P0049,Pepper,68,High
2025-04-06,P0049,Pepper,76.3,Critical
2025-04-07,P0049,Pepper,79.4,Critical
2025-04-08,P0049,Pepper,76.5,Critical
2025-04-09,P0049,Pepper,76.3,Critical
2025-04-10,P0049,Pepper,62.5,High
2025-04-11,P0049,Pepper,65.3,High
2025-04-12,P0049,Pepper,64.9,High
2025-04-13,P0049,Pepper,62.5,High
2025-04-14,P0049,Pepper,53.2,High
2025-04-15,P0049,Pepper,49.5,Medium
2025-04-16,P0049,Pepper,52.4,High
2025-04-17,P0049,Pepper,44.5,Medium
2025-04-18,P0049,Pepper,49.4,Medium
2025-04-19,P0049,Pepper,47.2,Medium
2025-04-20,P0049,Pepper,53.9,High
2025-04-21,P0049,Pepper,63.1,High
2025-04-22,P0049,Pepper,61.9,High
2025-04-23,P0049,Pepper,56.3,High
2025-04-24,P0049,Pepper,46.3,Medium
2025-04-25,P0049,Pepper,55.5,High
2025-04-26,P0049,Pepper,65.4,High
2025-04-27,P0049,Pepper,68.7,High
2025-04-28,P0049,Pepper,60,High
2025-04-29,P0049,Pepper,62.2,High
2025-04-30,P0049,Pepper,53.6,High
2025-05-01,P0049,Pepper,61.4,High
2025-05-02,P0049,Pepper,60.8,High
2025-05-03,P0049,Pepper,55,High
2025-05-04,P0049,Pepper,53.9,High
2025-05-05,P0049,Pepper,46.8,Medium
2025-05-06,P0049,Pepper,40.3,Medium
2025-05-07,P0049,Pepper,48.9,Medium
2025-05-08,P0049,Pepper,44,Medium
2025-05-09,P0049,Pepper,41.8,Medium
2025-05-10,P0049,Pepper,52.6,High
2025-05-11,P0049,Pepper,54.5,High
2025-05-12,P0049,Pepper,50.6,High
2025-05-13,P0049,Pepper,57.1,High
2025-05-14,P0049,Pepper,53.4,High
2025-05-15,P0049,Pepper,57.9,High
2025-05-16,P0049,Pepper,49.8,Medium
2025-05-17,P0049,Pepper,50.3,High
2025-05-18,P0049,Pepper,52.3,High
2025-05-19,P0049,Pepper,56.1,High
2025-05-20,P0049,Pepper,41.5,Medium
2025-05-21,P0049,Pepper,55.6,High
2025-05-22,P0049,Pepper,60.3,High
2025-05-23,P0049,Pepper,59.8,High
2025-05-24,P0049,Pepper,58.9,High
2025-05-25,P0049,Pepper,61.5,High
2025-05-26,P0049,Pepper,49.6,Medium
2025-05-27,P0049,Pepper,47.3,Medium
2025-05-28,P0049,Pepper,34.1,Medium
2025-05-29,P0049,Pepper,37.5,Medium
2025-05-30,P0049,Pepper,38.9,Medium
2025-05-31,P0049,Pepper,40.2,Medium
2025-06-01,P0049,Pepper,33.2,Medium
2025-06-02,P0049,Pepper,35.5,Medium
2025-06-03,P0049,Pepper,41.8,Medium
2025-06-04,P0049,Pepper,36,Medium
2025-06-05,P0049,Pepper,29.6,Medium
2025-06-06,P0049,Pepper,25.6,Medium
2025-06-07,P0049,Pepper,25.6,Medium
2025-06-08,P0049,Pepper,26.1,Medium
2025-06-09,P0049,Pepper,34.1,Medium
2025-06-10,P0049,Pepper,25.4,Medium
2025-06-11,P0049,Pepper,26.4,Medium
2025-06-12,P0049,Pepper,37.3,Medium
2025-06-13,P0049,Pepper,43.6,Medium
2025-06-14,P0049,Pepper,43,Medium
2025-06-15,P0049,Pepper,55,High
2025-06-16,P0049,Pepper,66.7,High
2025-06-17,P0049,Pepper,65.9,High
2025-06-18,P0049,Pepper,63,High
2025-06-19,P0049,Pepper,60.8,High
2025-06-20,P0049,Pepper,44.5,Medium
2025-06-21,P0049,Pepper,44.2,Medium
2025-06-22,P0049,Pepper,38.9,Medium
2025-06-23,P0049,Pepper,44.1,Medium
2025-06-24,P0049,Pepper,48.5,Medium
2025-06-25,P0049,Pepper,49.6,Medium
2025-06-26,P0049,Pepper,43.2,Medium
2025-06-27,P0049,Pepper,41.9,Medium
2025-06-28,P0049,Pepper,32.4,Medium
2025-06-29,P0049,Pepper,24.6,Low
2025-06-30,P0049,Pepper,32.2,Medium
2025-07-01,P0049,Pepper,29.2,Medium
2025-07-02,P0049,Pepper,42.5,Medium
2025-07-03,P0049,Pepper,52.5,High
2025-07-04,P0049,Pepper,57.1,High
2025-07-05,P0049,Pepper,53.5,High
2025-07-06,P0049,Pepper,57.9,High
2025-07-07,P0049,Pepper,67.6,High
2025-07-08,P0049,Pepper,53,High
2025-07-09,P0049,Pepper,58,High
2025-07-10,P0049,Pepper,50.2,High
2025-07-11,P0049,Pepper,50.2,High
2025-07-12,P0049,Pepper,30,Medium
2025-07-13,P0049,Pepper,29.9,Medium
2025-07-14,P0049,Pepper,32.9,Medium
2025-07-15,P0049,Pepper,33.3,Medium
2025-07-16,P0049,Pepper,42.7,Medium
2025-07-17,P0049,Pepper,39.7,Medium
2025-07-18,P0049,Pepper,40.5,Medium
2025-07-19,P0049,Pepper,43.7,Medium
2025-07-20,P0049,Pepper,45.3,Medium
2025-07-21,P0049,Pepper,39.8,Medium
2025-07-22,P0049,Pepper,56.8,High
2025-07-23,P0049,Pepper,43.2,Medium
2025-07-24,P0049,Pepper,44.3,Medium
2025-07-25,P0049,Pepper,43.4,Medium
2025-07-26,P0049,Pepper,54,High
2025-07-27,P0049,Pepper,57.2,High
2025-07-28,P0049,Pepper,60.9,High
2025-07-29,P0049,Pepper,54.2,High
2025-07-30,P0049,Pepper,48.6,Medium
2025-07-31,P0049,Pepper,40.9,Medium
2025-08-01,P0049,Pepper,42.7,Medium
2025-08-02,P0049,Pepper,48.8,Medium
2025-08-03,P0049,Pepper,35.5,Medium
2025-08-04,P0049,Pepper,40.2,Medium
2025-08-05,P0049,Pepper,39,Medium
2025-08-06,P0049,Pepper,43.2,Medium
2025-08-07,P0049,Pepper,40.1,Medium
2025-08-08,P0049,Pepper,38.9,Medium
2025-08-09,P0049,Pepper,36,Medium
2025-08-10,P0049,Pepper,49.3,Medium
2025-08-11,P0049,Pepper,45.7,Medium
2025-08-12,P0049,Pepper,40.5,Medium
2025-08-13,P0049,Pepper,42.1,Medium
2025-08-14,P0049,Pepper,40.7,Medium
2025-08-15,P0049,Pepper,37.1,Medium
2025-08-16,P0049,Pepper,40,Medium
2025-08-17,P0049,Pepper,36.6,Medium
2025-08-18,P0049,Pepper,43.8,Medium
2025-08-19,P0049,Pepper,32.6,Medium
2025-08-20,P0049,Pepper,36,Medium
2025-08-21,P0049,Pepper,36.4,Medium
2025-08-22,P0049,Pepper,37.2,Medium
2025-08-23,P0049,Pepper,30.5,Medium
2025-08-24,P0049,Pepper,33.8,Medium
2025-08-25,P0049,Pepper,35.8,Medium
2025-08-26,P0049,Pepper,46.5,Medium
2025-08-27,P0049,Pepper,51.2,High
2025-08-28,P0049,Pepper,56.2,High
2025-08-29,P0049,Pepper,61.9,High
2025-08-30,P0049,Pepper,54,High
2025-08-31,P0049,Pepper,50.8,High
2025-09-01,P0049,Pepper,44.1,Medium
2025-09-02,P0049,Pepper,47.2,Medium
2025-09-03,P0049,Pepper,42.4,Medium
2025-09-04,P0049,Pepper,44.9,Medium
2025-09-05,P0049,Pepper,54.5,High
2025-09-06,P0049,Pepper,48.3,Medium
2025-09-07,P0049,Pepper,54.4,High
2025-09-08,P0049,Pepper,52.6,High
2025-09-09,P0049,Pepper,52.3,High
2025-09-10,P0049,Pepper,48.9,Medium
2025-09-11,P0049,Pepper,49.1,Medium
2025-09-12,P0049,Pepper,30.8,Medium
2025-02-21,P0050,Strawberry,16.9,Low
2025-02-22,P0050,Strawberry,26.4,Medium
2025-02-23,P0050,Strawberry,31.3,Medium
2025-02-24,P0050,Strawberry,27.6,Medium
2025-02-25,P0050,Strawberry,32.9,Medium
2025-02-26,P0050,Strawberry,38.2,Medium
2025-02-27,P0050,Strawberry,46.3,Medium
2025-02-28,P0050,Strawberry,46.9,Medium
2025-03-01,P0050,Strawberry,59.7,High
2025-03-02,P0050,Strawberry,51.4,High
2025-03-03,P0050,Strawberry,42.6,Medium
2025-03-04,P0050,Strawberry,44.1,Medium
2025-03-05,P0050,Strawberry,49.4,Medium
2025-03-06,P0050,Strawberry,47.9,Medium
2025-03-07,P0050,Strawberry,51.2,High
2025-03-08,P0050,Strawberry,39.5,Medium
2025-03-09,P0050,Strawberry,37.2,Medium
2025-03-10,P0050,Strawberry,38.5,Medium
2025-03-11,P0050,Strawberry,35.6,Medium
2025-03-12,P0050,Strawberry,37.1,Medium
2025-03-13,P0050,Strawberry,28.6,Medium
2025-03-14,P0050,Strawberry,32.2,Medium
2025-03-15,P0050,Strawberry,35.5,Medium
2025-03-16,P0050,Strawberry,41,Medium
2025-03-17,P0050,Strawberry,36.5,Medium
2025-03-18,P0050,Strawberry,41.6,Medium
2025-03-19,P0050,Strawberry,44,Medium
2025-03-20,P0050,Strawberry,47.5,Medium
2025-03-21,P0050,Strawberry,54.5,High
2025-03-22,P0050,Strawberry,48.6,Medium
2025-03-23,P0050,Strawberry,46.3,Medium
2025-03-24,P0050,Strawberry,45,Medium
2025-03-25,P0050,Strawberry,50.3,High
2025-03-26,P0050,Strawberry,41.7,Medium
2025-03-27,P0050,Strawberry,38.5,Medium
2025-03-28,P0050,Strawberry,36.9,Medium
2025-03-29,P0050,Strawberry,35.5,Medium
2025-03-30,P0050,Strawberry,33.6,Medium
2025-03-31,P0050,Strawberry,33.1,Medium
2025-04-01,P0050,Strawberry,39.6,Medium
2025-04-02,P0050,Strawberry,43.1,Medium
2025-04-03,P0050,Strawberry,45.5,Medium
2025-04-04,P0050,Strawberry,59.9,High
2025-04-05,P0050,Strawberry,50,High
2025-04-06,P0050,Strawberry,59.1,High
2025-04-07,P0050,Strawberry,63.2,High
2025-04-08,P0050,Strawberry,56.2,High
2025-04-09,P0050,Strawberry,55.9,High
2025-04-10,P0050,Strawberry,57.2,High
2025-04-11,P0050,Strawberry,53.8,High
2025-04-12,P0050,Strawberry,56.9,High
2025-04-13,P0050,Strawberry,40.8,Medium
2025-04-14,P0050,Strawberry,43.1,Medium
2025-04-15,P0050,Strawberry,44.6,Medium
2025-04-16,P0050,Strawberry,42.4,Medium
2025-04-17,P0050,Strawberry,39.3,Medium
2025-04-18,P0050,Strawberry,38.6,Medium
2025-04-19,P0050,Strawberry,42.9,Medium
2025-04-20,P0050,Strawberry,33.8,Medium
2025-04-21,P0050,Strawberry,32.8,Medium
2025-04-22,P0050,Strawberry,61.4,High
2025-04-23,P0050,Strawberry,53.8,High
2025-04-24,P0050,Strawberry,56.9,High
2025-04-25,P0050,Strawberry,56.8,High
2025-04-26,P0050,Strawberry,60.7,High
2025-04-27,P0050,Strawberry,59.4,High
2025-04-28,P0050,Strawberry,47.3,Medium
2025-04-29,P0050,Strawberry,44.6,Medium
2025-04-30,P0050,Strawberry,36.4,Medium
2025-05-01,P0050,Strawberry,41.6,Medium
2025-05-02,P0050,Strawberry,35.6,Medium
2025-05-03,P0050,Strawberry,37.4,Medium
2025-05-04,P0050,Strawberry,26.3,Medium
2025-05-05,P0050,Strawberry,27.7,Medium
2025-05-06,P0050,Strawberry,34.7,Medium
2025-05-07,P0050,Strawberry,26.4,Medium
2025-05-08,P0050,Strawberry,39.9,Medium
2025-05-09,P0050,Strawberry,22.9,Low
2025-05-10,P0050,Strawberry,31.6,Medium
2025-05-11,P0050,Strawberry,31.4,Medium
2025-05-12,P0050,Strawberry,47.3,Medium
2025-05-13,P0050,Strawberry,42.4,Medium
2025-05-14,P0050,Strawberry,40.9,Medium
2025-05-15,P0050,Strawberry,41.2,Medium
2025-05-16,P0050,Strawberry,42.5,Medium
2025-05-17,P0050,Strawberry,42.5,Medium
2025-05-18,P0050,Strawberry,29.8,Medium
2025-05-19,P0050,Strawberry,23.2,Low
2025-05-20,P0050,Strawberry,35.5,Medium
2025-05-21,P0050,Strawberry,25.3,Medium
2025-05-22,P0050,Strawberry,30.4,Medium
2025-05-23,P0050,Strawberry,30,Medium
2025-05-24,P0050,Strawberry,29.2,Medium
2025-05-25,P0050,Strawberry,42.2,Medium
2025-05-26,P0050,Strawberry,38,Medium
2025-05-27,P0050,Strawberry,27.3,Medium
2025-05-28,P0050,Strawberry,27.8,Medium
2025-05-29,P0050,Strawberry,22.6,Low
2025-05-30,P0050,Strawberry,27.4,Medium
2025-05-31,P0050,Strawberry,19.7,Low
2025-06-01,P0050,Strawberry,20.2,Low
2025-06-02,P0050,Strawberry,18.8,Low
2025-06-03,P0050,Strawberry,27.9,Medium
2025-06-04,P0050,Strawberry,23.3,Low
2025-06-05,P0050,Strawberry,22.8,Low
2025-06-06,P0050,Strawberry,35.9,Medium
2025-06-07,P0050,Strawberry,31.1,Medium
2025-06-08,P0050,Strawberry,29.1,Medium
2025-06-09,P0050,Strawberry,24.1,Low
2025-06-10,P0050,Strawberry,23.2,Low
2025-06-11,P0050,Strawberry,32.3,Medium
2025-06-12,P0050,Strawberry,29.6,Medium
2025-06-13,P0050,Strawberry,29.1,Medium
2025-06-14,P0050,Strawberry,28.9,Medium
2025-06-15,P0050,Strawberry,37.8,Medium
2025-06-16,P0050,Strawberry,36.4,Medium
2025-06-17,P0050,Strawberry,52.3,High
2025-06-18,P0050,Strawberry,23.8,Low
2025-06-19,P0050,Strawberry,17.6,Low
2025-06-20,P0050,Strawberry,22.1,Low
2025-06-21,P0050,Strawberry,25.7,Medium
2025-06-22,P0050,Strawberry,27.5,Medium
2025-06-23,P0050,Strawberry,21.6,Low
2025-06-24,P0050,Strawberry,25.5,Medium
2025-06-25,P0050,Strawberry,15.6,Low
2025-06-26,P0050,Strawberry,16.7,Low
2025-06-27,P0050,Strawberry,17.4,Low
2025-06-28,P0050,Strawberry,14.2,Low
2025-06-29,P0050,Strawberry,14.2,Low
2025-06-30,P0050,Strawberry,13,Low
2025-07-01,P0050,Strawberry,16.4,Low
2025-07-02,P0050,Strawberry,12.9,Low
2025-07-03,P0050,Strawberry,21,Low
2025-07-04,P0050,Strawberry,18.2,Low
2025-07-05,P0050,Strawberry,24.3,Low
2025-07-06,P0050,Strawberry,28.8,Medium
2025-07-07,P0050,Strawberry,20.6,Low
2025-07-08,P0050,Strawberry,16.6,Low
2025-07-09,P0050,Strawberry,19.1,Low
2025-07-10,P0050,Strawberry,26.7,Medium
2025-07-11,P0050,Strawberry,30.7,Medium
2025-07-12,P0050,Strawberry,34.9,Medium
2025-07-13,P0050,Strawberry,28.7,Medium
2025-07-14,P0050,Strawberry,36.6,Medium
2025-07-15,P0050,Strawberry,33.1,Medium
2025-07-16,P0050,Strawberry,38.9,Medium
2025-07-17,P0050,Strawberry,27.8,Medium
2025-07-18,P0050,Strawberry,26.9,Medium
2025-07-19,P0050,Strawberry,27.3,Medium
2025-07-20,P0050,Strawberry,26.7,Medium
2025-07-21,P0050,Strawberry,25.4,Medium
2025-07-22,P0050,Strawberry,35.5,Medium
2025-07-23,P0050,Strawberry,37.2,Medium
2025-07-24,P0050,Strawberry,31.3,Medium
2025-07-25,P0050,Strawberry,25.6,Medium
2025-07-26,P0050,Strawberry,18.5,Low
2025-07-27,P0050,Strawberry,17.5,Low
2025-07-28,P0050,Strawberry,30.1,Medium
2025-07-29,P0050,Strawberry,26.2,Medium
2025-07-30,P0050,Strawberry,23.6,Low
2025-07-31,P0050,Strawberry,30,Medium
2025-08-01,P0050,Strawberry,22.8,Low
2025-08-02,P0050,Strawberry,30.5,Medium
2025-08-03,P0050,Strawberry,24,Low
2025-08-04,P0050,Strawberry,21.7,Low
2025-08-05,P0050,Strawberry,13.4,Low
2025-08-06,P0050,Strawberry,12.4,Low
2025-08-07,P0050,Strawberry,25.9,Medium
2025-08-08,P0050,Strawberry,28.1,Medium
2025-08-09,P0050,Strawberry,27.1,Medium
2025-08-10,P0050,Strawberry,24.6,Low
2025-08-11,P0050,Strawberry,22,Low
2025-08-12,P0050,Strawberry,20.3,Low
2025-08-13,P0050,Strawberry,18,Low
2025-08-14,P0050,Strawberry,18.3,Low
2025-08-15,P0050,Strawberry,26.1,Medium
2025-08-16,P0050,Strawberry,30.2,Medium
2025-08-17,P0050,Strawberry,26.2,Medium
2025-08-18,P0050,Strawberry,25.8,Medium
2025-08-19,P0050,Strawberry,28.2,Medium
2025-08-20,P0050,Strawberry,34.1,Medium
2025-08-21,P0050,Strawberry,29.5,Medium
2025-08-22,P0050,Strawberry,26.6,Medium
2025-08-23,P0050,Strawberry,38.2,Medium
2025-08-24,P0050,Strawberry,35.3,Medium
2025-08-25,P0050,Strawberry,36.5,Medium
2025-08-26,P0050,Strawberry,51.8,High
2025-08-27,P0050,Strawberry,49.2,Medium
2025-08-28,P0050,Strawberry,49.2,Medium
2025-08-29,P0050,Strawberry,39.5,Medium
2025-08-30,P0050,Strawberry,45.9,Medium
2025-08-31,P0050,Strawberry,46.4,Medium
2025-09-01,P0050,Strawberry,32.2,Medium
2025-09-02,P0050,Strawberry,36.9,Medium
2025-09-03,P0050,Strawberry,38.9,Medium
2025-09-04,P0050,Strawberry,26.4,Medium
2025-09-05,P0050,Strawberry,23.3,Low
2025-09-06,P0050,Strawberry,18.7,Low
2025-09-07,P0050,Strawberry,18.5,Low
2025-09-08,P0050,Strawberry,20.3,Low
2025-09-09,P0050,Strawberry,18.7,Low
2025-09-10,P0050,Strawberry,7.9,Low
2025-09-11,P0050,Strawberry,13.4,Low
2025-09-12,P0050,Strawberry,17.4,Low
2025-02-21,P0051,Tomato,29.1,Medium
2025-02-22,P0051,Tomato,43.1,Medium
2025-02-23,P0051,Tomato,37.5,Medium
2025-02-24,P0051,Tomato,34.7,Medium
2025-02-25,P0051,Tomato,42.3,Medium
2025-02-26,P0051,Tomato,51.8,High
2025-02-27,P0051,Tomato,41.9,Medium
2025-02-28,P0051,Tomato,38.7,Medium
2025-03-01,P0051,Tomato,38.7,Medium
2025-03-02,P0051,Tomato,33,Medium
2025-03-03,P0051,Tomato,37.2,Medium
2025-03-04,P0051,Tomato,46.9,Medium
2025-03-05,P0051,Tomato,48.9,Medium
2025-03-06,P0051,Tomato,46.2,Medium
2025-03-07,P0051,Tomato,50.1,High
2025-03-08,P0051,Tomato,52.3,High
2025-03-09,P0051,Tomato,46.8,Medium
2025-03-10,P0051,Tomato,45.5,Medium
2025-03-11,P0051,Tomato,49.5,Medium
2025-03-12,P0051,Tomato,42.7,Medium
2025-03-13,P0051,Tomato,32.2,Medium
2025-03-14,P0051,Tomato,36.6,Medium
2025-03-15,P0051,Tomato,39,Medium
2025-03-16,P0051,Tomato,38.4,Medium
2025-03-17,P0051,Tomato,44,Medium
2025-03-18,P0051,Tomato,45.2,Medium
2025-03-19,P0051,Tomato,44.9,Medium
2025-03-20,P0051,Tomato,44.6,Medium
2025-03-21,P0051,Tomato,41.6,Medium
2025-03-22,P0051,Tomato,38.6,Medium
2025-03-23,P0051,Tomato,43.7,Medium
2025-03-24,P0051,Tomato,38,Medium
2025-03-25,P0051,Tomato,38.3,Medium
2025-03-26,P0051,Tomato,35.5,Medium
2025-03-27,P0051,Tomato,38.4,Medium
2025-03-28,P0051,Tomato,55.4,High
2025-03-29,P0051,Tomato,55.2,High
2025-03-30,P0051,Tomato,50.9,High
2025-03-31,P0051,Tomato,57,High
2025-04-01,P0051,Tomato,56.2,High
2025-04-02,P0051,Tomato,55.4,High
2025-04-03,P0051,Tomato,59.3,High
2025-04-04,P0051,Tomato,51.6,High
2025-04-05,P0051,Tomato,47.6,Medium
2025-04-06,P0051,Tomato,64.8,High
2025-04-07,P0051,Tomato,58.2,High
2025-04-08,P0051,Tomato,57.6,High
2025-04-09,P0051,Tomato,50.3,High
2025-04-10,P0051,Tomato,51.5,High
2025-04-11,P0051,Tomato,48,Medium
2025-04-12,P0051,Tomato,43.7,Medium
2025-04-13,P0051,Tomato,44.1,Medium
2025-04-14,P0051,Tomato,33.8,Medium
2025-04-15,P0051,Tomato,33.1,Medium
2025-04-16,P0051,Tomato,41.3,Medium
2025-04-17,P0051,Tomato,49.3,Medium
2025-04-18,P0051,Tomato,51.8,High
2025-04-19,P0051,Tomato,47.7,Medium
2025-04-20,P0051,Tomato,47.4,Medium
2025-04-21,P0051,Tomato,56,High
2025-04-22,P0051,Tomato,48.5,Medium
2025-04-23,P0051,Tomato,50.8,High
2025-04-24,P0051,Tomato,32,Medium
2025-04-25,P0051,Tomato,38.1,Medium
2025-04-26,P0051,Tomato,37.4,Medium
2025-04-27,P0051,Tomato,37.4,Medium
2025-04-28,P0051,Tomato,35.6,Medium
2025-04-29,P0051,Tomato,36,Medium
2025-04-30,P0051,Tomato,42.3,Medium
2025-05-01,P0051,Tomato,35.4,Medium
2025-05-02,P0051,Tomato,45.9,Medium
2025-05-03,P0051,Tomato,43.3,Medium
2025-05-04,P0051,Tomato,43,Medium
2025-05-05,P0051,Tomato,49.8,Medium
2025-05-06,P0051,Tomato,46.1,Medium
2025-05-07,P0051,Tomato,50.9,High
2025-05-08,P0051,Tomato,53.1,High
2025-05-09,P0051,Tomato,48.5,Medium
2025-05-10,P0051,Tomato,49.2,Medium
2025-05-11,P0051,Tomato,63.1,High
2025-05-12,P0051,Tomato,60.3,High
2025-05-13,P0051,Tomato,44.4,Medium
2025-05-14,P0051,Tomato,37.9,Medium
2025-05-15,P0051,Tomato,28.9,Medium
2025-05-16,P0051,Tomato,30.3,Medium
2025-05-17,P0051,Tomato,28.3,Medium
2025-05-18,P0051,Tomato,34.9,Medium
2025-05-19,P0051,Tomato,35.8,Medium
2025-05-20,P0051,Tomato,25.6,Medium
2025-05-21,P0051,Tomato,18,Low
2025-05-22,P0051,Tomato,14.2,Low
2025-05-23,P0051,Tomato,24.5,Low
2025-05-24,P0051,Tomato,24,Low
2025-05-25,P0051,Tomato,32.1,Medium
2025-05-26,P0051,Tomato,28.3,Medium
2025-05-27,P0051,Tomato,26.2,Medium
2025-05-28,P0051,Tomato,38.1,Medium
2025-05-29,P0051,Tomato,37.9,Medium
2025-05-30,P0051,Tomato,39.4,Medium
2025-05-31,P0051,Tomato,30.5,Medium
2025-06-01,P0051,Tomato,26.7,Medium
2025-06-02,P0051,Tomato,30.6,Medium
2025-06-03,P0051,Tomato,29,Medium
2025-06-04,P0051,Tomato,36.9,Medium
2025-06-05,P0051,Tomato,31.7,Medium
2025-06-06,P0051,Tomato,31.2,Medium
2025-06-07,P0051,Tomato,37,Medium
2025-06-08,P0051,Tomato,42.2,Medium
2025-06-09,P0051,Tomato,40.1,Medium
2025-06-10,P0051,Tomato,45.1,Medium
2025-06-11,P0051,Tomato,20.5,Low
2025-06-12,P0051,Tomato,29.7,Medium
2025-06-13,P0051,Tomato,40.3,Medium
2025-06-14,P0051,Tomato,34.3,Medium
2025-06-15,P0051,Tomato,35.3,Medium
2025-06-16,P0051,Tomato,43.9,Medium
2025-06-17,P0051,Tomato,56,High
2025-06-18,P0051,Tomato,46.1,Medium
2025-06-19,P0051,Tomato,40.8,Medium
2025-06-20,P0051,Tomato,32.7,Medium
2025-06-21,P0051,Tomato,33,Medium
2025-06-22,P0051,Tomato,33.1,Medium
2025-06-23,P0051,Tomato,37.5,Medium
2025-06-24,P0051,Tomato,32.4,Medium
2025-06-25,P0051,Tomato,26.3,Medium
2025-06-26,P0051,Tomato,28,Medium
2025-06-27,P0051,Tomato,24.6,Low
2025-06-28,P0051,Tomato,32.4,Medium
2025-06-29,P0051,Tomato,25.4,Medium
2025-06-30,P0051,Tomato,25.4,Medium
2025-07-01,P0051,Tomato,39.2,Medium
2025-07-02,P0051,Tomato,36.4,Medium
2025-07-03,P0051,Tomato,35.2,Medium
2025-07-04,P0051,Tomato,39.4,Medium
2025-07-05,P0051,Tomato,42,Medium
2025-07-06,P0051,Tomato,43.5,Medium
2025-07-07,P0051,Tomato,39.1,Medium
2025-07-08,P0051,Tomato,33.5,Medium
2025-07-09,P0051,Tomato,29.2,Medium
2025-07-10,P0051,Tomato,36.3,Medium
2025-07-11,P0051,Tomato,33,Medium
2025-07-12,P0051,Tomato,31.1,Medium
2025-07-13,P0051,Tomato,27.5,Medium
2025-07-14,P0051,Tomato,31,Medium
2025-07-15,P0051,Tomato,26.9,Medium
2025-07-16,P0051,Tomato,25.7,Medium
2025-07-17,P0051,Tomato,30.5,Medium
2025-07-18,P0051,Tomato,29.6,Medium
2025-07-19,P0051,Tomato,20.9,Low
2025-07-20,P0051,Tomato,20,Low
2025-07-21,P0051,Tomato,26.7,Medium
2025-07-22,P0051,Tomato,38.4,Medium
2025-07-23,P0051,Tomato,48.8,Medium
2025-07-24,P0051,Tomato,41.2,Medium
2025-07-25,P0051,Tomato,33,Medium
2025-07-26,P0051,Tomato,30.8,Medium
2025-07-27,P0051,Tomato,28.5,Medium
2025-07-28,P0051,Tomato,28.6,Medium
2025-07-29,P0051,Tomato,25.3,Medium
2025-07-30,P0051,Tomato,23.9,Low
2025-07-31,P0051,Tomato,23.5,Low
2025-08-01,P0051,Tomato,12.5,Low
2025-08-02,P0051,Tomato,6.8,Low
2025-08-03,P0051,Tomato,12.7,Low
2025-08-04,P0051,Tomato,8.8,Low
2025-08-05,P0051,Tomato,8.7,Low
2025-08-06,P0051,Tomato,10.6,Low
2025-08-07,P0051,Tomato,9.8,Low
2025-08-08,P0051,Tomato,13.8,Low
2025-08-09,P0051,Tomato,19.1,Low
2025-08-10,P0051,Tomato,19.8,Low
2025-08-11,P0051,Tomato,17.6,Low
2025-08-12,P0051,Tomato,16.3,Low
2025-08-13,P0051,Tomato,14.6,Low
2025-08-14,P0051,Tomato,13.3,Low
2025-08-15,P0051,Tomato,12.1,Low
2025-08-16,P0051,Tomato,11.4,Low
2025-08-17,P0051,Tomato,19.6,Low
2025-08-18,P0051,Tomato,15.2,Low
2025-08-19,P0051,Tomato,16.5,Low
2025-08-20,P0051,Tomato,15.3,Low
2025-08-21,P0051,Tomato,16.3,Low
2025-08-22,P0051,Tomato,14.7,Low
2025-08-23,P0051,Tomato,18.3,Low
